,g_otherprim,g_energy,g_procfoods
9558,0.3383,0.0006,74.878
9559,73.2568,0.0002,11.065
9560,0.027,1.7245,0.0514
9561,0.1239,0.0003,64.9428
9562,0.0057,0.0,0.0227
9563,0.0032,0.0,0.0161
9564,0.0027,0.0,0.0136
9565,0.0004,0.0,0.0006
9566,0.0533,0.0,0.0102
9567,0.0527,0.001,0.1246
9568,0.321,0.0017,0.2215
9569,0.0052,0.0,0.0047
9570,0.0128,0.0,0.0065
9571,0.0356,0.0,0.0331
9572,0.0,0.0,0.0
9573,0.1652,0.0,0.0553
9574,0.0036,0.0,0.0055
9575,0.7684,0.751,0.6453
9576,0.0044,0.0001,0.007
9577,8.2645,0.0109,32.9468
9578,1.2175,0.0013,2.459
9579,1.8931,0.0039,1.2669
9580,0.4489,0.0004,0.7163
9581,0.032,0.0,0.0502
9582,0.9369,0.0053,1.4212
9583,0.0021,0.0013,0.0038
9584,0.0016,0.0,0.0275
9585,32.3263,7.7888,5827.66
9586,1284.75,3.857,891.169
9587,105.416,3482.09,813.308
9588,32.335,3.7867,6141.85
9589,0.8902,1.7154,16.8853
9590,3.0386,2.9273,22.2283
9591,0.3608,0.9215,5.3676
9592,0.2525,0.5952,4.554
9593,1.2453,0.8448,14.8755
9594,2.9614,17.2455,73.1677
9595,12.1152,13.4794,243.198
9596,1.5671,2.0022,16.2679
9597,2.676,1.9414,14.8723
9598,12.152,4.5744,90.6108
9599,31.8794,7.4927,69.4992
9600,19.33,36.3964,135.778
9601,1.0381,6.0029,14.5499
9602,0.6699,5.4149,29.5221
9603,1.1149,2.3822,6.7721
9604,97.6456,119.719,2009.74
9605,22.7662,23.0033,231.734
9606,10.5898,49.5384,171.459
9607,40.5788,179.361,620.067
9608,4.6235,18.5321,50.3181
9609,11.8898,146.477,197.507
9610,7.0283,62.5302,120.712
9611,3.1482,25.8595,41.0005
9612,4.8335,8.5335,963.556
9613,244.516,2.6446,30.4191
9614,21.8753,1451.02,99.942
9615,0.4698,0.9377,357.962
9616,1.3682,3.1781,9.7755
9617,0.1112,0.0364,0.4679
9618,0.0043,0.0328,0.0207
9619,0.0108,0.0228,0.0713
9620,1.4372,0.3182,3.5648
9621,1.9579,0.8467,14.9928
9622,5.1231,2.4183,19.9703
9623,0.4047,0.2213,1.9689
9624,0.9535,2.8443,13.1197
9625,0.268,0.551,0.8911
9626,0.1543,0.3736,0.8172
9627,0.1634,1.3681,0.4146
9628,0.0033,0.0071,0.0178
9629,0.85,0.5451,4.7963
9630,0.8507,0.9327,2.3728
9631,57.7123,135.883,414.724
9632,8.9353,21.7592,27.7002
9633,4.6436,13.0693,20.0103
9634,4.9241,4.8149,18.1448
9635,1.1913,1.9305,5.5422
9636,3.5517,8.3577,15.9021
9637,0.0002,0.0003,0.0009
9638,0.3852,0.2654,1.1515
9639,17.6212,-3.6142,6346.67
9640,4483.61,-6.3806,195.389
9641,153.365,-2672.81,881.795
9642,48.0486,-3.2543,27848.5
9643,4.9425,-0.6496,37.9469
9644,13.417,-1.5393,204.873
9645,1.9518,-1.6107,150.072
9646,1.0114,-0.2883,44.686
9647,2.3413,-0.4621,45.8614
9648,9.3592,-7.036,388.55
9649,15.3384,-8.4437,503.315
9650,4.1401,-16.0131,69.0535
9651,4.0706,-6.4043,42.9342
9652,7.3347,-18.3444,152.261
9653,3.178,-0.6762,22.6924
9654,6.269,-12.7527,127.384
9655,0.3394,-0.7844,12.406
9656,9.9794,-1.9042,316.055
9657,2.1264,-1.0242,58.5083
9658,134.848,-70.2824,3491.64
9659,144.052,-54.8631,2471.48
9660,22.6203,-14.5223,328.742
9661,80.3548,-77.053,1268.09
9662,6.0512,-3.2546,43.4415
9663,114.118,-48.2816,739.589
9664,10.2622,-3.1082,113.649
9665,2.4953,-2.1361,44.4322
9666,11.399,0.1762,2431.14
9667,1386.71,9.7226,121.206
9668,18.0204,2010.28,128.351
9669,10.8818,0.1394,2404.38
9670,0.4072,0.0119,2.4396
9671,0.977,0.4998,5.2765
9672,0.3258,0.4392,2.2681
9673,0.0222,0.0349,0.1853
9674,0.8867,0.4085,5.7409
9675,7.0357,9.0148,126.321
9676,9.5157,8.3223,117.154
9677,2.3596,2.7463,11.1304
9678,2.7503,3.8939,12.157
9679,5.4043,2.9885,35.8053
9680,1.6919,1.0297,7.531
9681,16.7884,18.2395,29.3138
9682,1.9984,1.3602,5.316
9683,1.1537,3.6019,9.3399
9684,3.7486,14.0611,15.7754
9685,83.997,62.1911,1010.04
9686,20.2628,38.6373,184.899
9687,14.7287,8.9856,63.7017
9688,44.7043,99.0453,745.071
9689,3.6969,6.5149,31.2179
9690,26.7143,71.0619,455.6
9691,17.8006,19.018,585.554
9692,7.3924,8.996,86.9912
9693,2.9566,0.8109,929.346
9694,625.756,0.4161,4.0577
9695,5.8196,161.329,10.8789
9696,0.3113,0.0878,791.074
9697,0.2639,0.075,23.919
9698,0.1156,0.0006,0.3107
9699,0.0751,0.0006,0.16
9700,0.0114,0.0002,0.096
9701,0.0254,0.0326,0.2434
9702,0.0995,0.32,0.8792
9703,0.0406,0.0046,0.4083
9704,0.1962,0.264,2.318
9705,0.2151,0.0922,0.9555
9706,0.2909,0.0821,1.5681
9707,0.0282,0.0851,0.1263
9708,0.0962,0.0825,0.424
9709,0.0055,0.0187,0.0432
9710,0.0083,0.0059,0.3788
9711,2.077,3.1129,26.7961
9712,44.5812,12.6969,240.364
9713,2.3084,0.8134,6.5373
9714,1.6837,1.9711,11.0734
9715,0.0114,0.0044,0.0295
9716,0.0016,0.0003,0.0047
9717,6.4217,8.0779,21.8402
9718,5.7189,0.0112,1.8328
9719,0.0166,0.0094,0.0404
9720,1.0295,1.9795,437.09
9721,392.861,7.8375,54.6954
9722,2.304,689.666,6.5759
9723,0.3936,0.7835,313.501
9724,0.0074,0.1472,1.3132
9725,0.0603,0.1153,3.3994
9726,0.0518,0.1195,1.6727
9727,0.0049,0.0464,0.0155
9728,0.0424,0.3087,0.2806
9729,0.0408,0.7713,1.4053
9730,0.1611,3.2829,3.0142
9731,0.402,8.8696,1.8795
9732,0.0876,3.2893,0.4706
9733,0.1577,3.3903,2.8804
9734,0.2,1.1582,2.4572
9735,0.3217,4.1862,1.1489
9736,0.0003,0.0629,0.006
9737,0.2727,2.2245,2.8009
9738,0.2248,23.3561,5.5212
9739,2.31,33.4112,112.487
9740,0.901,18.6537,12.2736
9741,0.4006,4.4524,6.8885
9742,1.0543,31.7016,19.977
9743,0.1005,1.8227,2.2306
9744,4.014,40.2029,50.8816
9745,0.0162,2.1828,0.4649
9746,0.9165,4.3866,22.6164
9747,8.1011,22.5255,1918.61
9748,521.784,11.7959,13.3894
9749,628.072,9540.59,1014.46
9750,2.4203,7.7607,2101.67
9751,0.918,2.9447,174.768
9752,0.7388,4.6118,3.8191
9753,0.9248,5.7745,4.7775
9754,0.6008,3.752,3.1038
9755,1.0453,5.0805,17.2141
9756,3.3529,16.3032,55.261
9757,1.0249,4.554,4.7633
9758,2.1627,11.6589,20.5984
9759,5.3018,24.3595,8.9782
9760,2.0193,9.2774,3.4418
9761,9.0959,42.904,18.0292
9762,12.808,60.3871,25.3864
9763,0.6938,4.5855,2.8444
9764,1.8869,20.9298,6.2408
9765,1.6571,11.0943,4.6065
9766,76.6802,504.233,772.698
9767,61.0136,376.557,266.113
9768,23.1534,184.857,114.377
9769,56.8147,531.222,261.686
9770,7.0206,65.6301,32.3487
9771,54.7076,437.122,364.803
9772,3.8847,40.0375,27.0291
9773,25.1251,211.068,86.7143
9774,0.6083,0.1877,832.042
9775,114.723,0.1792,36.8076
9776,7.4637,341.297,62.6328
9777,0.4619,0.1177,972.083
9778,0.2239,0.168,3.2389
9779,0.5388,0.0694,2.1276
9780,0.036,0.1797,2.0299
9781,0.0028,0.0552,0.086
9782,0.1406,0.1649,4.89
9783,0.257,1.5132,18.5428
9784,0.7546,0.5867,33.3251
9785,0.0901,0.2856,4.16
9786,0.0787,0.0904,1.4011
9787,0.4811,0.251,10.8073
9788,0.8207,0.049,1.1388
9789,1.218,2.9761,13.1208
9790,0.0483,0.1192,0.9573
9791,0.1105,1.9592,12.2434
9792,1.0375,3.5442,32.9251
9793,4.9192,7.1814,131.141
9794,2.2193,4.974,78.5413
9795,0.7513,3.3449,17.2874
9796,8.2263,26.3718,141.141
9797,0.3231,1.4705,6.4386
9798,4.2697,6.3171,62.1587
9799,0.3838,1.4252,21.2231
9800,0.6858,2.4647,57.7545
9801,50.0613,71.3546,46854.5
9802,8630.35,268.986,1228.19
9803,482.992,104558.0,11430.7
9804,66.2053,83.1383,143761.0
9805,1.9682,16.3374,299.552
9806,11.9736,86.2206,463.115
9807,0.4714,5.049,24.7215
9808,0.4238,2.3673,18.8825
9809,29.5872,527.377,985.169
9810,85.9281,620.336,11636.3
9811,225.522,1562.65,9937.3
9812,53.6024,633.643,1178.8
9813,82.5069,529.16,822.151
9814,84.0592,906.274,3433.2
9815,22.3088,126.688,485.262
9816,275.936,1585.03,2524.82
9817,4.8593,53.6458,128.118
9818,24.2747,471.057,1223.87
9819,249.255,9192.9,5154.34
9820,591.796,5685.03,30804.4
9821,274.907,6220.83,10958.0
9822,80.7506,767.496,2484.94
9823,525.281,8042.39,11392.4
9824,85.0126,660.981,1866.6
9825,1591.54,9324.54,40525.1
9826,54.3489,560.656,1593.35
9827,98.6286,1072.47,2459.77
9828,13.7595,31.2471,4951.47
9829,962.492,31.8812,144.081
9830,82.6843,42101.1,502.548
9831,18.4023,33.6729,7006.52
9832,1.2365,11.3264,22.4258
9833,2.1322,6.414,8.3547
9834,0.6224,13.5151,11.3324
9835,0.1974,1.8621,3.3543
9836,0.4659,5.9195,5.2583
9837,5.7266,75.8902,266.553
9838,28.1706,118.989,535.925
9839,3.3469,98.0424,76.1513
9840,7.1568,52.8896,18.7873
9841,7.5419,42.6859,89.1101
9842,1.7522,11.2801,11.0279
9843,10.1637,104.988,40.1614
9844,1.6641,20.4494,17.6188
9845,1.3173,11.1829,14.9447
9846,10.9244,368.875,44.0716
9847,49.1319,463.717,861.216
9848,25.5322,478.438,384.695
9849,12.0254,176.383,151.711
9850,24.445,1475.14,341.227
9851,2.5678,32.0872,45.5068
9852,90.9909,1448.03,673.008
9853,4.5164,37.9455,49.6141
9854,7.1654,64.035,62.2883
9855,2.2628,5.3309,3177.98
9856,1251.41,43.2796,893.917
9857,77.8983,7671.89,305.223
9858,1.0411,1.7848,1873.18
9859,0.4681,2.0679,6.3598
9860,0.3323,1.4929,1.324
9861,0.1719,4.5051,0.6617
9862,0.0714,0.5702,0.3296
9863,1.3066,0.8007,2.9631
9864,1.7903,4.704,20.2684
9865,7.841,31.984,94.0545
9866,14.6033,14.4811,27.5342
9867,0.3203,0.8071,0.897
9868,0.0142,0.1654,0.1146
9869,9.8126,20.2148,17.7179
9870,0.8438,15.7756,3.6154
9871,3.2108,7.528,24.6712
9872,4.8936,7.3658,17.1432
9873,0.0331,1.7071,0.1643
9874,18.9314,105.695,203.656
9875,0.6732,3.5109,12.3908
9876,15.8572,30.8659,47.4884
9877,11.6946,13.4375,21.1752
9878,1.2016,1.9159,5.9631
9879,22.5251,108.602,166.158
9880,0.371,0.8931,1.2435
9881,2.0938,25.6709,13.8888
9882,27.6906,3.0969,1843.2
9883,4009.25,7.4092,69.7248
9884,524.2,2759.8,357.451
9885,50.426,2.6295,4138.65
9886,1.499,0.854,20.2665
9887,19.6878,3.4519,31.519
9888,16.1286,7.5365,23.8009
9889,1.9289,0.9265,2.8367
9890,40.11,5.3606,28.6963
9891,33.2606,16.0715,253.4
9892,137.342,40.6852,387.049
9893,34.4206,18.0092,94.474
9894,55.7475,32.8164,112.879
9895,43.068,20.5361,96.7272
9896,17.449,10.3327,48.0612
9897,51.1309,42.3544,76.8237
9898,17.6081,12.8266,83.0865
9899,11.6721,7.8897,36.9171
9900,40.2215,51.1128,74.27
9901,374.435,254.785,4663.1
9902,191.729,271.146,694.515
9903,86.2741,63.8167,599.61
9904,52.9993,46.0223,255.192
9905,160.574,140.321,874.68
9906,308.796,169.285,1663.15
9907,218.158,106.009,454.738
9908,31.7774,6.1739,64.8593
9909,2.1311,0.7071,551.964
9910,345.274,0.543,5.231
9911,18.6348,117.571,17.4953
9912,0.442,0.1471,538.678
9913,0.8493,0.2849,2.7054
9914,0.4825,0.1553,2.5423
9915,0.3222,0.11,1.8274
9916,0.1038,0.0342,0.4856
9917,0.45,0.0458,0.3475
9918,8.2678,1.8069,23.1449
9919,0.0595,0.0592,0.8462
9920,0.1369,0.5268,0.1769
9921,0.0928,0.0273,0.0582
9922,0.2214,0.0679,0.528
9923,0.1152,0.0361,0.0927
9924,0.1998,0.0415,0.2473
9925,0.0307,0.0146,0.037
9926,7.9309,0.5895,6.8811
9927,0.0117,0.014,0.0263
9928,220.238,73.9112,701.506
9929,18.0509,5.6816,68.7614
9930,9.172,3.3267,25.2922
9931,16.3098,12.4918,96.8513
9932,1.4049,0.9276,12.4309
9933,24.5183,0.9334,21.8364
9934,1.8159,0.1693,1.6453
9935,3.1741,9.4072,2.8653
9936,0.2644,0.1751,35.5586
9937,103.945,0.5214,0.9764
9938,42.6282,224.243,31.718
9939,0.1022,0.0266,144.389
9940,0.0521,0.0121,0.1295
9941,0.8019,0.6422,2.517
9942,0.0894,0.0456,0.0726
9943,0.0522,0.0226,0.0322
9944,0.3135,0.2242,0.1911
9945,0.6329,0.6044,2.6636
9946,0.0,0.0,0.0
9947,0.5564,0.1637,0.5894
9948,0.6296,0.3677,0.2495
9949,2.1251,1.1271,2.9587
9950,1.2397,1.1025,0.9286
9951,5.9051,4.0291,2.1241
9952,0.3791,0.1767,0.424
9953,0.0205,0.0582,0.0219
9954,0.09,0.0687,0.3753
9955,5.9216,3.5289,15.1027
9956,3.7905,2.3362,3.6408
9957,1.0829,0.6926,1.2069
9958,0.2296,0.2593,1.6035
9959,0.028,0.026,0.2787
9960,0.3072,0.3302,2.2516
9961,0.0414,0.0652,0.3845
9962,0.6779,0.5078,2.7067
9963,0.72,0.27,373.09
9964,183.3,0.08,2.15
9965,5.8,80.38,17.86
9966,0.13,0.06,242.92
9967,0.01,0.0,0.04
9968,0.03,0.01,0.2
9969,0.01,0.0,0.04
9970,0.01,0.0,0.05
9971,0.06,0.02,0.35
9972,0.22,0.13,2.69
9973,0.05,0.02,0.51
9974,0.17,0.07,0.83
9975,0.06,0.1,0.12
9976,0.31,0.15,1.32
9977,0.03,0.0,0.03
9978,0.04,0.02,0.11
9979,0.0,0.0,0.02
9980,0.07,0.45,0.5
9981,0.62,0.11,0.79
9982,5.69,6.77,97.45
9983,2.84,2.3,7.94
9984,1.1,0.63,5.55
9985,5.01,2.74,16.36
9986,0.95,0.37,2.12
9987,4.17,1.17,12.15
9988,3.02,0.41,5.19
9989,0.96,0.05,0.61
9990,0.28,2.39,607.33
9991,3299.94,8.22,26.18
9992,15.84,42984.4,32.55
9993,0.13,1.96,3131.74
9994,0.03,0.58,28.65
9995,0.95,21.13,3.16
9996,0.05,1.2,1.54
9997,0.02,0.42,0.22
9998,0.2,1.33,0.37
9999,1.33,22.79,41.04
10000,0.38,111.73,28.84
10001,0.31,98.27,54.4
10002,2.94,172.32,57.44
10003,3.03,70.42,38.05
10004,10.65,4.46,5.26
10005,3.33,3140.65,7.47
10006,0.93,2.0,2.22
10007,0.06,24.9,17.7
10008,0.73,39.87,3.88
10009,4.21,111.08,67.56
10010,61.04,217.46,27.82
10011,0.22,74.98,5.21
10012,0.31,16.4,3.05
10013,0.05,1.2,1.55
10014,4.78,587.53,170.54
10015,3.71,100.69,13.61
10016,0.14,33.09,1.22
10017,1.58,3.11,14894.0
10018,1396.16,43.52,296.79
10019,49.23,2533.97,1627.86
10020,0.7,1.2,9801.64
10021,0.4,0.62,36.43
10022,0.5,0.98,36.52
10023,0.35,2.35,27.44
10024,0.09,0.25,6.02
10025,1.55,1.82,83.73
10026,7.03,14.6,555.79
10027,13.61,17.29,1358.65
10028,8.35,9.15,135.31
10029,2.15,6.57,61.6
10030,3.27,34.51,230.4
10031,4.41,4.8,129.34
10032,5.27,11.51,152.88
10033,1.83,4.75,72.68
10034,0.51,1.7,38.38
10035,36.63,31.1,269.96
10036,46.26,70.28,2871.57
10037,18.27,107.8,2705.76
10038,4.43,30.16,344.55
10039,9.05,81.77,807.37
10040,1.23,3.23,61.09
10041,15.98,146.96,2162.03
10042,6.5,186.57,811.02
10043,12.97,133.53,1808.71
10044,19.26,2.65,334.57
10045,180.43,0.11,51.88
10046,19.95,199.35,29.18
10047,3.96,0.63,737.02
10048,0.66,0.01,1.06
10049,0.0,0.0,0.1
10050,0.0,0.0,0.07
10051,0.0,0.0,0.02
10052,0.07,0.0,0.36
10053,0.11,0.01,6.02
10054,0.0,0.0,0.02
10055,0.0,0.0,0.01
10056,0.02,0.0,0.38
10057,0.09,0.02,3.65
10058,0.0,0.0,0.03
10059,0.0,0.0,0.13
10060,0.04,0.0,0.29
10061,2.22,0.48,11.21
10062,2.89,0.77,19.07
10063,1.79,0.17,23.54
10064,0.75,0.08,13.08
10065,0.22,0.03,2.53
10066,0.18,0.03,4.55
10067,0.05,0.0,0.77
10068,0.05,0.02,0.45
10069,0.0,0.0,0.02
10070,4.18,1.21,20.22
10071,186.68,42.45,12086.7
10072,41213.2,337.28,489.07
10073,1403.99,15872.9,1047.06
10074,128.17,25.81,12190.4
10075,36.46,9.41,103.61
10076,13.09,3.15,18.11
10077,4.77,1.39,5.83
10078,1.73,0.58,2.31
10079,132.13,28.09,49.58
10080,275.44,89.53,680.3
10081,393.36,128.19,693.44
10082,220.33,62.56,104.33
10083,235.37,52.28,75.11
10084,456.83,96.59,200.57
10085,97.14,32.55,97.05
10086,397.39,122.4,110.15
10087,117.48,22.39,17.71
10088,223.98,52.1,267.59
10089,1867.24,432.97,304.29
10090,2478.96,762.17,2974.22
10091,1108.07,596.0,2063.16
10092,612.26,208.83,550.89
10093,1744.68,636.6,1038.27
10094,266.96,71.39,325.61
10095,6485.88,2022.57,4414.87
10096,367.54,118.62,289.61
10097,579.35,192.5,432.76
10098,4.11,-0.38,1661.93
10099,681.73,-0.57,46.37
10100,25.35,-630.29,186.97
10101,1.04,-0.36,5670.01
10102,0.52,-0.21,65.24
10103,0.26,-0.12,5.24
10104,0.12,-0.07,2.67
10105,0.01,-0.01,0.35
10106,4.2,-0.54,14.35
10107,3.72,-1.92,150.83
10108,4.83,-2.36,70.21
10109,7.47,-1.0,42.01
10110,0.89,-0.46,5.64
10111,5.61,-2.79,78.49
10112,0.21,-0.08,1.63
10113,7.31,-8.81,60.05
10114,0.45,-0.4,7.67
10115,0.59,-0.33,14.85
10116,10.21,-6.37,120.14
10117,10.02,-4.92,132.83
10118,28.84,-10.28,184.3
10119,5.01,-3.1,77.14
10120,5.79,-4.16,99.02
10121,3.14,-2.08,39.9
10122,59.15,-35.77,945.29
10123,1.55,-0.99,67.54
10124,6.73,-4.85,169.03
10125,4.69,2.86,2532.87
10126,85.14,0.77,15.92
10127,13.63,19230.2,107.76
10128,0.23,0.89,1274.33
10129,0.18,0.71,7.64
10130,0.01,0.1,0.09
10131,0.0,0.03,0.03
10132,0.0,0.01,0.01
10133,0.0,0.01,0.0
10134,0.06,1.38,7.95
10135,0.24,28.16,9.63
10136,0.15,8.49,4.8
10137,0.02,1.07,0.04
10138,0.09,3.95,0.55
10139,0.84,5.28,1.14
10140,0.74,5.08,1.05
10141,0.0,0.06,0.01
10142,0.48,58.49,4.35
10143,1.44,121.59,7.81
10144,0.78,230.08,65.05
10145,1.22,606.94,28.87
10146,1.11,26.61,12.84
10147,0.54,115.75,12.01
10148,0.09,14.7,2.35
10149,1.4,111.03,35.28
10150,0.5,28.92,15.69
10151,0.11,17.94,1.36
10152,13.52,0.6,1919.2
10153,4270.27,0.23,29.28
10154,86.01,1228.85,177.94
10155,29.7,1.43,8537.57
10156,10.8,0.46,163.65
10157,5.89,0.22,6.51
10158,0.19,0.03,0.71
10159,0.27,0.02,0.79
10160,9.56,0.58,10.99
10161,55.19,3.09,259.03
10162,38.06,10.36,106.21
10163,84.58,1.92,70.72
10164,17.56,0.72,10.44
10165,52.81,2.86,90.24
10166,4.84,0.36,5.93
10167,36.1,12.46,35.43
10168,0.12,0.05,0.29
10169,15.23,1.58,55.26
10170,157.7,35.58,210.01
10171,19.55,1.04,36.54
10172,354.06,17.8,437.8
10173,117.55,10.84,203.44
10174,79.31,6.36,201.64
10175,36.87,4.8,76.14
10176,1354.26,142.31,2772.27
10177,24.69,2.02,47.42
10178,90.21,15.15,336.25
10179,1.65,0.0,268.98
10180,133.71,0.0,32.52
10181,0.0,0.78,0.08
10182,0.36,0.0,239.97
10183,0.02,0.0,13.61
10184,0.0,0.0,0.2
10185,0.0,0.0,0.17
10186,0.0,0.0,0.0
10187,0.16,0.0,0.11
10188,0.74,0.0,2.01
10189,0.01,0.0,0.04
10190,0.0,0.0,0.0
10191,0.03,0.0,0.04
10192,0.0,0.0,0.0
10193,0.0,0.0,0.0
10194,0.0,0.0,0.0
10195,0.0,0.0,0.0
10196,0.04,0.05,0.94
10197,0.02,0.0,0.11
10198,0.22,0.0,3.38
10199,0.13,0.0,0.58
10200,0.07,0.0,0.51
10201,0.24,0.01,1.96
10202,0.04,0.0,0.29
10203,0.38,0.02,3.18
10204,0.02,0.0,0.29
10205,0.0,0.0,0.01
10206,0.37,3.28,351.19
10207,162.07,1.79,41.53
10208,0.8,603.6,4.57
10209,0.11,0.94,302.97
10210,0.1,0.9,0.29
10211,0.18,0.01,0.07
10212,0.07,0.0,0.02
10213,0.0,0.0,0.0
10214,0.18,0.64,1.08
10215,0.04,0.4,0.2
10216,0.34,2.32,15.22
10217,0.17,2.15,1.28
10218,0.66,0.42,0.24
10219,1.43,0.66,1.19
10220,0.0,0.0,0.0
10221,4.63,2.37,2.13
10222,0.38,3.93,0.59
10223,0.78,6.8,5.28
10224,0.32,4.43,1.05
10225,0.69,6.23,1.96
10226,3.38,20.6,9.4
10227,2.43,24.79,7.02
10228,0.88,12.27,8.21
10229,0.13,1.13,1.15
10230,2.25,25.57,19.73
10231,0.01,0.03,0.41
10232,0.0,0.04,0.47
10233,87.11,1.34,5752.48
10234,2941.64,2.47,364.18
10235,122.76,838.0,421.55
10236,25.67,0.37,3367.34
10237,0.04,0.0,0.07
10238,12.79,0.14,41.6
10239,0.0,0.0,0.0
10240,0.06,0.0,0.09
10241,16.92,0.18,11.54
10242,8.47,0.66,35.73
10243,9.32,1.06,78.86
10244,0.94,0.4,11.98
10245,0.52,0.24,4.94
10246,3.25,0.59,13.22
10247,3.6,0.74,18.41
10248,5.47,5.41,33.61
10249,19.97,0.81,35.43
10250,0.0,0.0,0.0
10251,22.44,18.58,502.92
10252,2343.79,41.54,2987.73
10253,331.86,25.44,946.59
10254,48.85,1.55,81.09
10255,48.25,12.76,130.3
10256,5.26,1.35,14.22
10257,2.51,1.78,8.59
10258,31.57,5.03,66.3
10259,173.68,4.93,243.59
10260,1.17,1.97,420.15
10261,166.38,3.79,17.86
10262,29.82,2033.81,174.24
10263,0.57,1.78,2689.13
10264,0.2,0.7,7.81
10265,0.19,0.4,2.4
10266,0.22,0.68,3.25
10267,0.01,0.11,0.26
10268,0.26,0.6,4.24
10269,0.64,2.96,33.4
10270,2.3,7.71,45.09
10271,1.02,2.37,20.0
10272,1.94,8.39,7.89
10273,0.3,3.56,5.47
10274,0.28,0.79,2.1
10275,3.9,19.35,26.2
10276,0.06,0.3,0.87
10277,1.3,12.32,64.81
10278,6.66,31.36,60.81
10279,0.36,2.0,4.7
10280,26.98,80.41,174.89
10281,5.36,64.34,69.6
10282,10.15,47.86,112.93
10283,0.94,6.44,10.42
10284,18.32,103.36,618.75
10285,0.15,1.09,1.77
10286,3.17,13.63,30.14
10287,0.03,0.13,22.72
10288,403.6,1.58,3.02
10289,6.37,4097.7,6.48
10290,0.01,0.09,241.89
10291,0.01,0.06,0.28
10292,0.1,0.22,0.26
10293,0.01,0.09,0.13
10294,0.0,0.03,0.01
10295,0.02,0.12,0.03
10296,0.09,0.56,3.14
10297,0.06,22.22,1.91
10298,0.05,23.03,2.65
10299,0.35,32.18,4.75
10300,0.34,26.21,3.05
10301,1.07,0.52,0.38
10302,0.22,0.77,0.42
10303,0.12,0.41,0.24
10304,0.02,8.01,1.04
10305,0.06,3.21,0.25
10306,0.41,7.25,3.9
10307,4.63,6.72,1.48
10308,0.02,2.9,0.43
10309,0.03,0.96,0.25
10310,0.0,0.07,0.13
10311,0.47,31.53,14.04
10312,0.3,3.77,1.08
10313,0.02,8.13,0.11
10314,10.09,13.34,1502.14
10315,402.59,16.94,131.02
10316,21.16,2644.73,347.69
10317,1.43,3.25,1485.1
10318,0.63,1.44,1.93
10319,0.3,1.03,2.88
10320,0.18,1.14,1.92
10321,0.07,0.36,0.56
10322,0.37,1.23,1.95
10323,2.27,9.95,52.96
10324,1.22,2.99,41.67
10325,0.0,0.0,0.0
10326,0.32,6.06,2.64
10327,0.56,5.74,3.59
10328,12.1,51.96,113.99
10329,14.33,51.7,90.34
10330,2.9,4.85,8.07
10331,2.38,19.39,19.12
10332,7.33,99.99,43.35
10333,94.7,208.5,261.22
10334,63.17,977.04,297.22
10335,2.08,12.91,16.71
10336,31.97,242.75,254.46
10337,4.93,28.73,43.08
10338,11.81,21.19,63.16
10339,0.13,1.97,0.96
10340,4.77,62.26,44.2
10341,10.53,1.28,1327.03
10342,1674.61,4.78,21.59
10343,40.14,455.32,101.07
10344,3.37,0.38,757.09
10345,6.9,0.7,27.65
10346,0.45,0.06,1.51
10347,2.32,0.67,7.75
10348,1.44,0.43,4.8
10349,3.57,0.14,1.37
10350,6.68,1.31,12.79
10351,15.53,1.81,13.74
10352,5.98,1.19,12.99
10353,0.49,0.26,0.12
10354,0.11,0.01,0.2
10355,0.04,0.02,0.09
10356,0.32,0.04,0.23
10357,0.47,0.06,0.64
10358,2.26,0.87,5.68
10359,0.25,0.38,0.56
10360,133.8,12.72,536.19
10361,58.37,61.86,240.69
10362,10.74,2.92,20.43
10363,6.41,3.44,31.91
10364,0.75,0.33,4.73
10365,38.46,41.54,64.18
10366,0.01,0.0,0.03
10367,8.73,7.22,36.24
10368,574.46,49.39,53643.7
10369,30622.8,54.51,1426.86
10370,1709.45,14432.1,4235.45
10371,245.28,24.65,53343.6
10372,45.85,9.15,208.31
10373,266.77,12.61,281.3
10374,20.44,6.45,40.13
10375,6.79,0.49,4.06
10376,41.96,11.17,201.52
10377,538.09,108.26,1458.57
10378,1879.81,354.9,8803.61
10379,87.84,85.23,401.8
10380,417.92,127.79,618.28
10381,764.42,339.34,1866.87
10382,160.11,35.42,390.39
10383,632.63,280.19,906.99
10384,38.59,8.36,102.24
10385,176.33,215.98,826.72
10386,72.49,159.89,238.84
10387,3614.79,703.9,16641.1
10388,4234.89,1133.11,8870.5
10389,1557.25,588.04,2313.76
10390,2245.16,481.77,4623.45
10391,228.28,39.64,650.48
10392,2490.97,1754.12,7319.1
10393,34.3,27.31,105.31
10394,58.6,20.93,171.07
10395,0.0,0.77,0.01
10396,0.44,12.66,0.88
10397,0.03,6396.47,9.79
10398,0.0,0.08,6.11
10399,0.0,0.02,0.0
10400,0.0,0.21,0.0
10401,0.0,0.27,0.0
10402,0.0,0.22,0.0
10403,0.0,0.19,0.0
10404,0.0,1.18,0.08
10405,0.0,0.07,0.0
10406,0.0,0.52,0.0
10407,0.0,0.03,0.0
10408,0.0,0.49,0.03
10409,0.0,0.0,0.0
10410,0.0,0.04,0.0
10411,0.0,0.01,0.0
10412,0.0,0.04,0.0
10413,0.0,0.22,0.0
10414,0.02,51.56,1.7
10415,0.0,15.63,0.54
10416,0.0,2.29,0.01
10417,0.0,2.34,0.02
